132	512	45988	6
3	0.147	59	55	0.09545	-0.08	0.34	0	0.16	0.22
3.143	1.917111	53	55	0.115	-0.08	0.34	-0.28	0.16	0.22
5.111111	0.147	61	51	0.09545	-0.08	0.34	0	0.16	0.22
5.254111	0.909956	46	51	0.115	-0.08	0.34	-0.28	0.16	0.22
6.160067	0.1052	73	51	0.0736	-0.08	0.34	0	0.16	0.22
6.261267	0.909956	49	51	0.115	-0.08	0.34	0	0.16	0.22
7.222222	0.147	56	48	0.09545	-0.08	0.34	0	0.16	0.22
7.365222	1.947778	48	48	0.115	-0.08	0.34	-0.28	0.16	0.22
9.309	0.147	68	48	0.0736	-0.08	0.34	0	0.16	0.22
9.452	0.147	69	48	0.0736	-0.08	0.34	0	0.16	0.22
20	0.147	56	55	0.08715	0.36	0.3	0	0.4	0.22
20.143	0.875	48	55	0.105	0.36	0.3	-0.28	0.4	0.22
21.014	0.147	68	55	0.0672	0.36	0.3	0	0.4	0.22
21.157	0.147	69	55	0.0672	0.36	0.3	0	0.4	0.22
23	0.147	56	51	0.07055	-0.4	0.3	0	0.4	0.22
23.143	1.375	48	51	0.085	-0.4	0.3	-0.28	0.4	0.22
24.514	0.147	68	51	0.0544	-0.4	0.3	0	0.4	0.22
24.657	0.147	69	51	0.0544	-0.4	0.3	0	0.4	0.22
160	0.147	59	48	0.17015	-0.08	0.34	0	0.16	0.22
160.143	3.504413	53	48	0.205	-0.08	0.34	-0.28	0.16	0.22
163.698413	0.147	61	51	0.17015	-0.08	0.34	0	0.16	0.22
163.841413	1.703606	46	51	0.205	-0.08	0.34	-0.28	0.16	0.22
165.541019	0.1052	73	51	0.1312	-0.08	0.34	0	0.16	0.22
165.642219	1.703606	49	51	0.205	-0.08	0.34	0	0.16	0.22
167.396825	0.147	56	48	0.17015	-0.08	0.34	0	0.16	0.22
167.539825	3.773175	48	48	0.205	-0.08	0.34	-0.28	0.16	0.22
171.309	0.147	68	48	0.1312	-0.08	0.34	0	0.16	0.22
