140 768 19982008
0 7.7 9 52 0.042 -0.55 0.4 0
0 7.7 9 55 0.042 -0.18 0.4 0
0 7.7 9 59 0.042 0.18 0.4 0
0 7.7 9 64 0.042 0.55 0.4 0
0 2.5 10 76 0.11 -0.15 0.3 0
2.75 1.2 10 83 0.075 0.2 0.35 0
8 7.7 9 60 0.042 -0.55 0.4 0
8 7.7 9 64 0.042 -0.18 0.4 0
8 7.7 9 67 0.042 0.18 0.4 0
8 7.7 9 72 0.042 0.55 0.4 0
16 7.7 9 55 0.042 -0.55 0.4 0
16 7.7 9 59 0.042 -0.18 0.4 0
16 7.7 9 62 0.042 0.18 0.4 0
16 7.7 9 67 0.042 0.55 0.4 0
16.0 0.15 11 67 0.073 0.22 0.3467 0
16.25 0.15 11 71 0.073 -0.22 0.3467 0
16.5 0.05 2 42 0.055 -0.2 0.65 0
16.5 0.15 11 74 0.073 0.22 0.3467 0
16.75 0.15 11 79 0.073 -0.22 0.3467 0
17.0 0.15 11 83 0.073 0.22 0.3467 0
17.25 0.15 11 79 0.073 -0.22 0.3467 0
17.5 0.05 2 42 0.055 -0.2 0.65 0
17.5 0.15 11 74 0.073 0.22 0.3467 0
17.75 0.15 11 71 0.073 -0.22 0.3467 0
18.0 0.15 11 67 0.073 0.22 0.3467 0
18.25 0.15 11 71 0.073 -0.22 0.3467 0
18.5 0.05 2 42 0.055 -0.2 0.65 0
18.5 0.15 11 74 0.073 0.22 0.3467 0
18.75 0.15 11 79 0.073 -0.22 0.3467 0
19.0 0.15 11 83 0.073 0.22 0.3467 0
19.25 0.15 11 79 0.073 -0.22 0.3467 0
19.5 0.05 2 42 0.055 -0.2 0.65 0
19.5 0.15 11 74 0.073 0.22 0.3467 0
19.75 0.15 11 71 0.073 -0.22 0.3467 0
20.0 0.15 11 67 0.073 0.22 0.3833 0
20.25 0.15 11 71 0.073 -0.22 0.3833 0
20.5 0.05 2 42 0.055 -0.2 0.65 0
20.5 0.15 11 74 0.073 0.22 0.3833 0
20.75 0.15 11 79 0.073 -0.22 0.3833 0
21.0 0.15 11 83 0.073 0.22 0.3833 0
21.25 0.15 11 79 0.073 -0.22 0.3833 0
21.5 0.05 2 42 0.055 -0.2 0.65 0
21.5 0.15 11 74 0.073 0.22 0.3833 0
21.75 0.15 11 71 0.073 -0.22 0.3833 0
22.0 0.15 11 67 0.073 0.22 0.3833 0
22.25 0.15 11 71 0.073 -0.22 0.3833 0
22.5 0.05 2 42 0.055 -0.2 0.65 0
22.5 0.15 11 74 0.073 0.22 0.3833 0
22.75 0.15 11 79 0.073 -0.22 0.3833 0
23.0 0.15 11 83 0.073 0.22 0.3833 0
23.25 0.15 11 79 0.073 -0.22 0.3833 0
23.5 0.05 2 42 0.055 -0.2 0.65 0
23.5 0.15 11 74 0.073 0.22 0.3833 0
23.75 0.15 11 71 0.073 -0.22 0.3833 0
24 7.7 9 62 0.042 -0.55 0.4 0
24 7.7 9 66 0.042 -0.18 0.4 0
24 7.7 9 69 0.042 0.18 0.4 0
24 7.7 9 74 0.042 0.55 0.4 0
24.0 0.15 11 74 0.073 0.22 0.42 0
24.25 0.15 11 78 0.073 -0.22 0.42 0
24.5 0.05 2 42 0.055 -0.2 0.65 0
24.5 0.15 11 81 0.073 0.22 0.42 0
24.75 0.15 11 86 0.073 -0.22 0.42 0
25.0 0.15 11 90 0.073 0.22 0.42 0
25.25 0.15 11 86 0.073 -0.22 0.42 0
25.5 0.05 2 42 0.055 -0.2 0.65 0
25.5 0.15 11 81 0.073 0.22 0.42 0
25.75 0.15 11 78 0.073 -0.22 0.42 0
26.0 0.15 11 74 0.073 0.22 0.42 0
26.25 0.15 11 78 0.073 -0.22 0.42 0
26.5 0.05 2 42 0.055 -0.2 0.65 0
26.5 0.15 11 81 0.073 0.22 0.42 0
26.75 0.15 11 86 0.073 -0.22 0.42 0
27.0 0.15 11 90 0.073 0.22 0.42 0
27.25 0.15 11 86 0.073 -0.22 0.42 0
27.5 0.05 2 42 0.055 -0.2 0.65 0
27.5 0.15 11 81 0.073 0.22 0.42 0
27.75 0.15 11 78 0.073 -0.22 0.42 0
28.0 0.15 11 74 0.073 0.22 0.4567 0
28.25 0.15 11 78 0.073 -0.22 0.4567 0
28.5 0.05 2 42 0.055 -0.2 0.65 0
28.5 0.15 11 81 0.073 0.22 0.4567 0
28.75 0.15 11 86 0.073 -0.22 0.4567 0
29.0 0.15 11 90 0.073 0.22 0.4567 0
29.25 0.15 11 86 0.073 -0.22 0.4567 0
29.5 0.05 2 42 0.055 -0.2 0.65 0
29.5 0.15 11 81 0.073 0.22 0.4567 0
29.75 0.15 11 78 0.073 -0.22 0.4567 0
30.0 0.15 11 74 0.073 0.22 0.4567 0
30.25 0.15 11 78 0.073 -0.22 0.4567 0
30.5 0.05 2 42 0.055 -0.2 0.65 0
30.5 0.15 11 81 0.073 0.22 0.4567 0
30.75 0.15 11 86 0.073 -0.22 0.4567 0
31.0 0.15 11 90 0.073 0.22 0.4567 0
31.25 0.15 11 86 0.073 -0.22 0.4567 0
31.5 0.05 2 42 0.055 -0.2 0.65 0
31.5 0.15 11 81 0.073 0.22 0.4567 0
31.75 0.15 11 78 0.073 -0.22 0.4567 0
32 0.1 0 36 0.59 0 0.65 0
32 7.7 9 52 0.042 -0.55 0.4 0
32 7.7 9 55 0.042 -0.18 0.4 0
32 7.7 9 59 0.042 0.18 0.4 0
32 7.7 9 64 0.042 0.55 0.4 0
32.0 0.15 11 79 0.073 0.22 0.4933 0
32.25 0.15 11 76 0.073 -0.22 0.4933 0
32.5 0.05 2 42 0.055 -0.2 0.65 0
32.5 0.31 6 40 0.37 0 0.39 0
32.5 0.15 11 71 0.073 0.22 0.4933 0
32.75 0.15 11 67 0.073 -0.22 0.4933 0
33 0.1 0 36 0.59 0 0.65 0
33.0 0.15 11 64 0.073 0.22 0.4933 0
33.25 0.15 11 67 0.073 -0.22 0.4933 0
33.5 0.05 2 42 0.055 -0.2 0.65 0
33.5 0.31 6 40 0.31 0 0.39 0
33.5 0.15 11 71 0.073 0.22 0.4933 0
33.75 0.15 11 76 0.073 -0.22 0.4933 0
34 0.1 0 36 0.59 0 0.65 0
34.0 0.15 11 79 0.073 0.22 0.4933 0
34.25 0.15 11 76 0.073 -0.22 0.4933 0
34.5 0.05 2 42 0.055 -0.2 0.65 0
34.5 0.31 6 40 0.37 0 0.39 0
34.5 0.15 11 71 0.073 0.22 0.4933 0
34.75 0.15 11 67 0.073 -0.22 0.4933 0
35 0.1 0 36 0.59 0 0.65 0
35.0 0.15 11 64 0.073 0.22 0.4933 0
35.25 0.15 11 67 0.073 -0.22 0.4933 0
35.5 0.05 2 42 0.055 -0.2 0.65 0
35.5 0.31 6 40 0.31 0 0.39 0
35.5 0.15 11 71 0.073 0.22 0.4933 0
35.75 0.15 11 76 0.073 -0.22 0.4933 0
36 0.1 0 36 0.59 0 0.65 0
36.0 0.15 11 79 0.073 0.22 0.53 0
36.25 0.15 11 76 0.073 -0.22 0.53 0
36.5 0.05 2 42 0.055 -0.2 0.65 0
36.5 0.31 6 40 0.37 0 0.39 0
36.5 0.15 11 71 0.073 0.22 0.53 0
36.75 0.15 11 67 0.073 -0.22 0.53 0
37 0.1 0 36 0.59 0 0.65 0
37.0 0.15 11 64 0.073 0.22 0.53 0
37.25 0.15 11 67 0.073 -0.22 0.53 0
37.5 0.05 2 42 0.055 -0.2 0.65 0
37.5 0.31 6 40 0.31 0 0.39 0
37.5 0.15 11 71 0.073 0.22 0.53 0
37.75 0.15 11 76 0.073 -0.22 0.53 0
38 0.1 0 36 0.59 0 0.65 0
38.0 0.15 11 79 0.073 0.22 0.53 0
38.25 0.15 11 76 0.073 -0.22 0.53 0
38.5 0.05 2 42 0.055 -0.2 0.65 0
38.5 0.31 6 40 0.37 0 0.39 0
38.5 0.15 11 71 0.073 0.22 0.53 0
38.75 0.15 11 67 0.073 -0.22 0.53 0
39 0.1 0 36 0.59 0 0.65 0
39.0 0.15 11 64 0.073 0.22 0.53 0
39.25 0.15 11 67 0.073 -0.22 0.53 0
39.5 0.05 2 42 0.055 -0.2 0.65 0
39.5 0.31 6 40 0.31 0 0.39 0
39.5 0.15 11 71 0.073 0.22 0.53 0
39.75 0.15 11 76 0.073 -0.22 0.53 0
40 0.1 0 36 0.59 0 0.65 0
40 7.7 9 60 0.042 -0.55 0.4 0
40 7.7 9 64 0.042 -0.18 0.4 0
40 7.7 9 67 0.042 0.18 0.4 0
40 7.7 9 72 0.042 0.55 0.4 0
40.0 0.15 11 88 0.073 0.22 0.5667 0
