132 512 19982003
0 7.7 9 50 0.042 -0.55 0.4 0
0 7.7 9 53 0.042 -0.18 0.4 0
0 7.7 9 57 0.042 0.18 0.4 0
0 7.7 9 62 0.042 0.55 0.4 0
0 2.5 10 74 0.11 -0.15 0.3 0
2.75 1.2 10 81 0.075 0.2 0.35 0
8 7.7 9 58 0.042 -0.55 0.4 0
8 7.7 9 62 0.042 -0.18 0.4 0
8 7.7 9 65 0.042 0.18 0.4 0
8 7.7 9 70 0.042 0.55 0.4 0
16 7.7 9 53 0.042 -0.55 0.4 0
16 7.7 9 57 0.042 -0.18 0.4 0
16 7.7 9 60 0.042 0.18 0.4 0
16 7.7 9 65 0.042 0.55 0.4 0
16.0 0.15 11 65 0.073 0.22 0.3467 0
16.5 0.05 2 42 0.055 -0.2 0.65 0
16.5 0.15 11 72 0.073 -0.22 0.3467 0
17.0 0.15 11 69 0.073 0.22 0.3467 0
17.5 0.05 2 42 0.055 -0.2 0.65 0
17.5 0.15 11 77 0.073 -0.22 0.3467 0
18.0 0.15 11 72 0.073 0.22 0.3467 0
18.5 0.05 2 42 0.055 -0.2 0.65 0
18.5 0.15 11 81 0.073 -0.22 0.3467 0
19.0 0.15 11 69 0.073 0.22 0.3467 0
19.5 0.05 2 42 0.055 -0.2 0.65 0
19.5 0.15 11 72 0.073 -0.22 0.3467 0
20.0 0.15 11 65 0.073 0.22 0.3833 0
20.5 0.05 2 42 0.055 -0.2 0.65 0
20.5 0.15 11 72 0.073 -0.22 0.3833 0
21.0 0.15 11 69 0.073 0.22 0.3833 0
21.5 0.05 2 42 0.055 -0.2 0.65 0
21.5 0.15 11 77 0.073 -0.22 0.3833 0
22.0 0.15 11 72 0.073 0.22 0.3833 0
22.5 0.05 2 42 0.055 -0.2 0.65 0
22.5 0.15 11 81 0.073 -0.22 0.3833 0
23.0 0.15 11 69 0.073 0.22 0.3833 0
23.5 0.05 2 42 0.055 -0.2 0.65 0
23.5 0.15 11 72 0.073 -0.22 0.3833 0
24 7.7 9 60 0.042 -0.55 0.4 0
24 7.7 9 64 0.042 -0.18 0.4 0
24 7.7 9 67 0.042 0.18 0.4 0
24 7.7 9 72 0.042 0.55 0.4 0
24.0 0.15 11 72 0.073 0.22 0.42 0
24.5 0.05 2 42 0.055 -0.2 0.65 0
24.5 0.15 11 79 0.073 -0.22 0.42 0
25.0 0.15 11 76 0.073 0.22 0.42 0
25.5 0.05 2 42 0.055 -0.2 0.65 0
25.5 0.15 11 84 0.073 -0.22 0.42 0
26.0 0.15 11 79 0.073 0.22 0.42 0
26.5 0.05 2 42 0.055 -0.2 0.65 0
26.5 0.15 11 88 0.073 -0.22 0.42 0
27.0 0.15 11 76 0.073 0.22 0.42 0
27.5 0.05 2 42 0.055 -0.2 0.65 0
27.5 0.15 11 79 0.073 -0.22 0.42 0
28.0 0.15 11 72 0.073 0.22 0.4567 0
28.5 0.05 2 42 0.055 -0.2 0.65 0
28.5 0.15 11 79 0.073 -0.22 0.4567 0
29.0 0.15 11 76 0.073 0.22 0.4567 0
29.5 0.05 2 42 0.055 -0.2 0.65 0
29.5 0.15 11 84 0.073 -0.22 0.4567 0
30.0 0.15 11 79 0.073 0.22 0.4567 0
30.5 0.05 2 42 0.055 -0.2 0.65 0
30.5 0.15 11 88 0.073 -0.22 0.4567 0
31.0 0.15 11 76 0.073 0.22 0.4567 0
31.5 0.05 2 42 0.055 -0.2 0.65 0
31.5 0.15 11 79 0.073 -0.22 0.4567 0
32 0.1 0 36 0.59 0 0.65 0
32 7.7 9 50 0.042 -0.55 0.4 0
32 7.7 9 53 0.042 -0.18 0.4 0
32 7.7 9 57 0.042 0.18 0.4 0
32 7.7 9 62 0.042 0.55 0.4 0
32 1.4 10 74 0.13 0 0.35 0.4
32.0 0.15 11 69 0.073 0.22 0.4933 0
32.5 0.05 2 42 0.055 -0.2 0.65 0
32.5 0.31 6 38 0.37 0 0.39 0
32.5 0.15 11 77 0.073 -0.22 0.4933 0
33 0.1 0 36 0.59 0 0.65 0
33.0 0.15 11 65 0.073 0.22 0.4933 0
33.5 0.05 2 42 0.055 -0.2 0.65 0
33.5 0.31 6 38 0.31 0 0.39 0
33.5 0.85 10 77 0.1222 0 0.35 0.4
33.5 0.15 11 69 0.073 -0.22 0.4933 0
34 0.1 0 36 0.59 0 0.65 0
34.0 0.15 11 62 0.073 0.22 0.4933 0
34.5 0.05 2 42 0.055 -0.2 0.65 0
34.5 0.31 6 38 0.37 0 0.39 0
34.5 0.4 10 76 0.1222 0 0.35 0.4
34.5 0.15 11 69 0.073 -0.22 0.4933 0
35 0.1 0 36 0.59 0 0.65 0
35 0.8 10 74 0.1222 0 0.35 0.4
35.0 0.15 11 65 0.073 0.22 0.4933 0
35.5 0.05 2 42 0.055 -0.2 0.65 0
35.5 0.31 6 38 0.31 0 0.39 0
35.5 0.15 11 74 0.073 -0.22 0.4933 0
36 0.1 0 36 0.59 0 0.65 0
36 0.9 10 69 0.13 0 0.35 0.4
36.0 0.15 11 69 0.073 0.22 0.53 0
